adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,"[878, 28, 12, 53]",106,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,65.911,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,Predator,False,7.5,6606
False,/yzpCv8CCWondN7O5au1KGiqnC3A.jpg,"[28, 12, 14]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,113.77,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.5,7204
False,/hdHIjZxq3SWFqpAz4NFhdbud0iz.jpg,"[27, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",50.752,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,Alien,False,8.1,12213
False,/ok4ot3YbfDYZcINXf91JUfq3maB.jpg,"[27, 9648, 80]",176,en,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",64.678,/harQifr8kpIVqlLP41kTR058LZB.jpg,2004-10-01,Saw,False,7.4,7723
False,/4m0eLZzOr5W1BK9el9ASQrTwd0m.jpg,"[18, 28, 10752]",616,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",34.826,/lsasOSgYI85EHygtT5SvcxtZVYT.jpg,2003-12-05,The Last Samurai,False,7.6,5865
False,/dYLJzECdrJpCQVLIXf2rnHj4lMP.jpg,"[18, 28, 12, 36, 10752]",1495,en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",36.333,/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg,2005-05-03,Kingdom of Heaven,False,6.9,3477
False,/7hLYpeQrblgSdjg9i2UWx6Tt0cH.jpg,[80],46952,en,Banshee,"A kick-ass professional car thief, Sage, (Taryn Manning), steals a classic '66 Charger on a challenge. It turns out the car belongs to a serial killer (is there another kind?), who proceeds to slice and dice her friends because he wants his car back, and wants Sage dead. Sage also deals with treacherous fellow criminals, and a cop who wants her in jail, or wants to start a relationship (he hasn't decided yet).",4.531,/3Xg7SoZn6jbyRT4vjBav9t8vxf5.jpg,2006-06-24,Banshee,False,6.8,23
False,/kJaisj9uNIzjHum6XM9HD9yI8vu.jpg,"[36, 10752, 18, 12]",967,en,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",39.668,/prdCmV8GkDLpguwoxBQczFAwvci.jpg,1960-10-13,Spartacus,False,7.6,1749
False,/4iypY05iUKFh3luIiVAGUofvsCb.jpg,"[28, 80, 18]",7220,en,The Punisher,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",28.96,/7rmA1HwYp2GKM85BL0cVwCaosGr.jpg,2004-04-15,The Punisher,False,6.3,2352
False,/ccy9jAO8tqVLW6yXx6Kf4S0WGu2.jpg,"[12, 18, 10770, 36]",59557,en,Marco Polo,"Assigned to accompany two priests on a mission to convert the court of Kublai Khan to Christianity, Marco Polo is abandoned in the mountains when the priests, doubting the very existence of China, turn back. Polo eventually pushes bravely forth alone toward the fabled country where he is accepted as an envoy into Khan's court. Marooned on the far side of the world, Polo, accompanied by his servant, Pedro, advances as a Mongol grandee for twenty extraordinary years. What he eventually brings back with him to the West is a chronicle that changed history forever.",8.055,/s2xVlDLHK9xmMREnGl9oLs3GYcI.jpg,2007-04-06,Marco Polo,False,6.1,19
False,,[35],537230,ja,継承盃,A former stockbroker-turned-yakuza must make sure his alcoholic boss is up to the task of swearing in the next leader of their syndicate.,1.381,/3AE9mzbvPXtF13m8mP6Zk3iQRCl.jpg,1992-08-29,Succession,False,6.0,1
False,,[16],414437,en,Snowfall,"Snowfall is the story of an anxious young man who has a moving experience at a friend's house party. It's a story of fleeting love, of mixed emotions, and of how we interact with each other.",0.679,,2015-01-01,Snowfall,False,0.0,0
False,/pRMZilt1YIsu6aNnlpf0lo5Brm4.jpg,"[18, 53, 9648]",65650,en,The Good Doctor,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",18.192,/fJSdqHzpMeCkXMrILYt1SdGN2sL.jpg,2011-04-23,The Good Doctor,False,6.2,206
,/x4DO7mY7usT8BwLiHTUsYT7EKbc.jpg,[35],1418,en,The Big Bang Theory,"The sitcom is centered on five characters living in Pasadena, California: roommates Leonard Hofstadter and Sheldon Cooper; Penny, a waitress and aspiring actress who lives across the hall; and Leonard and Sheldon's equally geeky and socially awkward friends and co-workers, mechanical engineer Howard Wolowitz and astrophysicist Raj Koothrappali. The geekiness and intellect of the four guys is contrasted for comic effect with Penny's social skills and common sense.",180.642,/ooBGRQBdbGzBxAVfExiO8r7kloA.jpg,2007-09-24,The Big Bang Theory,,7.9,9293
,/eVwD4s4dBOK5Jn7CzOLBTo0vXNH.jpg,"[18, 9648, 10765]",63639,en,The Expanse,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,74.483,/lLidDKUYF5pcmH7zaM6J6nyRQGG.jpg,2015-12-14,The Expanse,,8.0,1867
,/41neXsH222hV2zrsTyw8h7javon.jpg,"[16, 35]",2190,en,South Park,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",278.164,/iiCY2QIGSnmtVkIdjkKAfwDs0KF.jpg,1997-08-13,South Park,,8.3,3215
,/84XPpjGvxNyExjSuLQe0SzioErt.jpg,[18],1396,en,Breaking Bad,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",478.842,/ggFHVNu6YYI5L9pCfOacjizRGt.jpg,2008-01-20,Breaking Bad,,8.8,10347
,/gFZriCkpJYsApPZEF3jhxL4yLzG.jpg,"[80, 18]",71446,es,La Casa de Papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",170.017,/reEMJA1uzscCbkpeRJeTT2bjqUp.jpg,2017-05-02,Money Heist,,8.3,17012
,/4y6kEEfdrNIUnWnmELkoc3EmgG7.jpg,"[10759, 9648, 18]",93405,ko,오징어 게임,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",233.335,/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg,2021-09-17,Squid Game,,7.8,11844
,/fIXTetAsXkPO6UUUw85IU4oactf.jpg,"[80, 18]",127865,da,Kastanjemanden,"At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",32.993,/tdLJTZJ184PsO9QkK9aPeeAXLlo.jpg,2021-09-29,The Chestnut Man,,7.7,369
,/aScn0gmLiwfz8fGSm8nwAPgo0pD.jpg,"[10759, 10765, 18]",128010,es,Bienvenidos a Edén,"Are you happy? With this question, Zoa and four other attractive young people, very active on social networks, are invited to the most exclusive party in history on a secret island, organized by the brand of a new drink. What begins as an exciting journey will soon become the journey of a lifetime. But paradise is not really what it seems - Welcome to Eden.",83.16,/kZO0mtTHAgg9QVscLVtwCcQ7Hgx.jpg,2022-05-06,Welcome to Eden,,7.2,146
,/hpU2cHC9tk90hswCFEpf5AtbqoL.jpg,"[10751, 16, 35]",456,en,The Simpsons,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",582.507,/zI3E2a3WYma5w8emI35mgq5Iurx.jpg,1989-12-17,The Simpsons,,8.0,8366
,/jbTqU6BJMufoMnPSlO4ThrcXs3Y.jpg,"[16, 35]",1434,en,Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",296.319,/eWWCRjBfLyePh2tfZdvNcIvKSJe.jpg,1999-01-31,Family Guy,,7.2,3528
,/5BMwFwNzSidVYArn561acqtktxv.jpg,[35],1100,en,How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,198.455,/fyeicuHwcrK7QRvRNFq5G0EGbkO.jpg,2005-09-19,How I Met Your Mother,,8.2,3826
,/2OMB0ynKlyIenMJWI2Dy9IWT4c.jpg,"[10765, 18, 10759]",1399,en,Game of Thrones,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",950.724,/7WUHnWGx5OO145IRxPDUkQSh4C7.jpg,2011-04-17,Game of Thrones,,8.4,19743
,/bKxiLRPVWe2nZXCzt6JPr5HNWYm.jpg,"[18, 9648, 10759, 10765]",110316,ja,今際の国のアリス,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to win.",67.242,/20mOwAAPwZ1vLQkw0fvuQHiG7bO.jpg,2020-12-10,Alice in Borderland,,8.2,913
,/etj8E2o0Bud0HkONVQPjyCkIvpv.jpg,"[10765, 18, 10759]",94997,en,House of the Dragon,"The Targaryen dynasty is at the absolute apex of its power, with more than 15 dragons under their yoke. Most empires crumble from such heights. In the case of the Targaryens, their slow fall begins when King Viserys breaks with a century of tradition by naming his daughter Rhaenyra heir to the Iron Throne. But when Viserys later fathers a son, the court is shocked when Rhaenyra retains her status as his heir, and seeds of division sow friction across the realm.",1455.627,/1X4h40fcB4WWUmIBK0auT4zRBAV.jpg,2022-08-21,House of the Dragon,,8.5,2411
,/rkB4LyZHo1NHXFEDHl9vSD9r1lI.jpg,"[16, 10765, 10759, 18]",94605,en,Arcane,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",94.465,/fqldf2t8ztc9aiwn3k6mlX3tvRT.jpg,2021-11-06,Arcane,,8.7,2677
,/ddkbWeVyqvLyJa3QdNRalj8kMQJ.jpg,"[35, 18]",67070,en,Fleabag,A comedy series adapted from the award-winning play about a young woman trying to cope with life in London while coming to terms with a recent tragedy.,32.477,/27vEYsRKa3eAniwmoccOoluEXQ1.jpg,2016-07-21,Fleabag,,8.3,821
,/qzSjrYSZAWrjhg6Yf3hCcfJE4o0.jpg,"[18, 10765]",85720,en,Shadow and Bone,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",28.325,/mrVoyDFiDSqfH4mkoRtccOv2vwh.jpg,2021-04-23,Shadow and Bone,,8.1,892
,/tZmlWeFEMvxrjJhBJJcLNXpSRiG.jpg,"[10765, 35]",66573,en,The Good Place,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.",35.037,/eFV0O3u0CbVdhEYIozea4iZRn3O.jpg,2016-09-19,The Good Place,,7.9,1056
,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,[18],1398,en,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",156.491,/u7dlARwP2zsqHaMNL5HtHhaEPea.jpg,1999-01-10,The Sopranos,,8.6,1949
,/y64WatnpvoeudfapTPx9QFVKbqM.jpg,"[16, 35, 18]",61222,en,BoJack Horseman,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",117.987,/pB9L0jAnEQLMKgexqCEocEW8TA.jpg,2014-08-22,BoJack Horseman,,8.6,1739
,/84XPpjGvxNyExjSuLQe0SzioErt.jpg,[18],1396,en,Breaking Bad,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",478.842,/ggFHVNu6YYI5L9pCfOacjizRGt.jpg,2008-01-20,Breaking Bad,,8.8,10347
,/kCx6Ij7hLRnfHbI93UOZxiAAUk3.jpg,"[18, 80]",60574,en,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",658.633,/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg,2013-09-12,Peaky Blinders,,8.6,7753
,/75HgaphatW0PDI3XIHQWZUpbhn6.jpg,"[10765, 18, 9648, 80]",70523,de,Dark,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,143.704,/7yQyDCqSazrYTnmxdQLAZ8YDH87.jpg,2017-12-01,Dark,,8.4,5370
,/34OGjFEbHj0E3lE2w0iTUVq0CBz.jpg,[18],87739,en,The Queen's Gambit,"In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.",57.62,/zU0htwkhNvBQdVSIKB9s6hgVeFK.jpg,2020-10-23,The Queen's Gambit,,8.6,3095
,/2OMB0ynKlyIenMJWI2Dy9IWT4c.jpg,"[10765, 18, 10759]",1399,en,Game of Thrones,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",950.724,/7WUHnWGx5OO145IRxPDUkQSh4C7.jpg,2011-04-17,Game of Thrones,,8.4,19743
,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,[18],1398,en,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",156.491,/u7dlARwP2zsqHaMNL5HtHhaEPea.jpg,1999-01-10,The Sopranos,,8.6,1949
,/lHe8iwM4Cdm6RSEiara4PN8ZcBd.jpg,"[10759, 18, 10768]",44217,en,Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",421.352,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,2013-03-03,Vikings,,8.1,5802
,/kCx6Ij7hLRnfHbI93UOZxiAAUk3.jpg,"[18, 80]",60574,en,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",658.633,/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg,2013-09-12,Peaky Blinders,,8.6,7753
,/jLE5bsPA9xOKzBWOaOmKbp1DWQS.jpg,"[16, 10765]",71024,en,Castlevania,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.",45.14,/lqS90fU1IEHSbga7X6Gej5amBvR.jpg,2017-07-07,Castlevania,,8.3,947
,/bucfhpOcYI6FOxUxjTjXobuNamh.jpg,[],118964,pl,Ziemia obiecana,,1.158,/a2BE57apIaKhDj02QCMkGfEH7Q9.jpg,1978-05-21,Ziemia obiecana,,8.0,2
,/nLKYAJCEi6OQVji1HJIxSQ74H9s.jpg,"[16, 10759, 10765]",246,en,Avatar: The Last Airbender,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",50.802,/cHFZA8Tlv03nKTGXhLOYOLtqoSm.jpg,2005-02-21,Avatar: The Last Airbender,,8.7,2985
,/vQi8foJKdvefFdW2GuxuqKxUEt5.jpg,"[10751, 35, 16]",72350,en,DuckTales,"The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",41.96,/mBXPGrYd9wEzk7jpi5GkZJNDzZf.jpg,2017-08-12,DuckTales,,7.8,202
,/mtjJ8vsXmHuZVGqr6T0QnjzOqdz.jpg,"[80, 18, 9648]",1427,en,Broadchurch,"The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.",18.269,/f5gQRyTZ3v4asugU2F5HXE2FIDg.jpg,2013-03-04,Broadchurch,,8.0,609
,/3UbHGmu9vIMSC5uNfnGt7DjetqT.jpg,"[16, 10759, 10765]",105248,ja,サイバーパンク：エッジランナーズ,"In a dystopia riddled with corruption and cybernetic implants, a talented but reckless street kid strives to become a mercenary outlaw — an edgerunner.",161.399,/4CgMd3q8vy4bodVqS2Mp9epORmU.jpg,2022-09-13,Cyberpunk: Edgerunners,,8.7,580
,/ulmOoXIsaTMAD9hMBoF9lXouy8v.jpg,"[35, 16]",44169,en,Brickleberry,"Brickleberry National Park is facing closure, but not if the park’s dysfunctional park rangers can help it!

“Brickleberry,” an animated half-hour series, follows the crazy bunch of park rangers as they do their worst to keep the park running. Steve (David Herman) has been “Ranger of the Month” every month for years, so he feels threatened when Ethel (Natasha Leggero) is transferred from Yellowstone National Park to help whip the park into shape. Connie (Roger Black) and Denzel (Jerry Minor) are two unique rangers that each bring special skills (or in Denzel’s case, lack of skills) to the job, and Woody (Tom Kenny) is the hapless Head Ranger who puts nothing above his beloved park, except his adopted bear cub, Malloy (Daniel Tosh), who he’s taken in and spoils to death.",30.345,/nLeOBqvDWuZfyMq7DGRT13YDRNK.jpg,2012-09-25,Brickleberry,,7.0,143
,/m97x6kmDyJGvqiJH4gPEC7NMAcG.jpg,"[80, 18]",1409,en,Sons of Anarchy,"An adrenalized drama with darkly comedic undertones that explores a notorious outlaw motorcycle club’s (MC) desire to protect its livelihood while ensuring that their simple, sheltered town of Charming, California remains exactly that, charming. The MC must confront threats from drug dealers, corporate developers, and overzealous law officers. Behind the MC’s familial lifestyle and legally thriving automotive shop is a ruthless and illegal arms business driven by the seduction of money, power, and blood.",136.556,/1aiPRnDkSjRXepxG20xzrzU28F1.jpg,2008-09-03,Sons of Anarchy,,8.4,2281
,/7hezSIqkDjhP7MNGFN9vRkyWgO9.jpg,"[18, 80, 9648]",66980,de,Babylon Berlin,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.",58.269,/aBy35t7EmAj29Bw7JZtTHX7z5St.jpg,2017-10-13,Babylon Berlin,,7.9,208
,/nWfpVLgioDXQsAbfL6UJxYz6d3d.jpg,"[18, 10759, 10768]",16997,en,The Pacific,"Track the intertwined real-life stories of three U.S. Marines – Robert Leckie, John Basilone, and Eugene Sledge – across the vast canvas of the Pacific Theater during World War II. A companion piece to the 2001 miniseries Band of Brothers.",44.645,/x9Y1IMFdY8Ma222KcQadFEau0EB.jpg,2010-03-14,The Pacific,,7.7,1987
,/6Y45qLHYkTQrZC8WN7CSSy3ABgL.jpg,"[18, 80, 10759]",75663,en,Deadly Class,"Follow a disillusioned teen recruited into a storied high school for assassins. Maintaining his moral code while surviving a ruthless curriculum, vicious social cliques, and his own adolescent uncertainties may prove fatal.",28.645,/u2GSiPazSXpyNQz0yymOUCUm944.jpg,2019-01-16,Deadly Class,,7.2,195
,/yNSctb6v56i89nhkr8GR25yb0xW.jpg,"[10759, 18, 10765]",71340,en,Krypton,"Set two generations before the destruction of the legendary Man of Steel’s home planet, Krypton follows Superman’s grandfather — whose House of El was ostracized and shamed — as he fights to redeem his family’s honor and save his beloved world from chaos.",28.336,/uiinjmSkka6JOrk4FsZmrjlNM26.jpg,2018-03-21,Krypton,,7.2,388
,/o9pR2ve46mVMEaFggDJydk6Q1ry.jpg,[18],1423,en,Ray Donovan,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",72.413,/zxftW7ZGVrOCqH2ifuruieCTb5X.jpg,2013-06-30,Ray Donovan,,7.5,616
,/vLX3GUUAYQJimuHUeliYMN5y4pn.jpg,"[80, 18]",76231,en,Mayans M.C.,"Set in the aftermath of Jax Teller’s death, Ezekiel ""EZ"" Reyes is fresh out of prison and a prospect in the Mayans M.C. charter on the Cali/Mexi border. Now, EZ must carve out his new identity in a town where he was once the golden boy with the American Dream in his grasp.",112.238,/pneaBHGQ5BqGJ3afxlPezL5czZB.jpg,2018-09-04,Mayans M.C.,,8.1,571
,/jV4FYuqYgdMfM8n9xqYmpBl1eZu.jpg,"[35, 18]",1215,en,Californication,"A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",72.568,/jPqOY8cq9KXQN4bD7zJGHCNvcb4.jpg,2007-08-13,Californication,,7.6,845
,/2YCv1rIWIy63dJsC4y8BjoI4l8L.jpg,"[18, 10765]",56296,en,Orphan Black,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,32.488,/5sfJOpwnkuXmXK7K1YDcRY4rTE.jpg,2013-03-30,Orphan Black,,7.8,1016
,/mBHcWrRAtkRo9YgcHm1cUdLuyQ8.jpg,"[18, 10759]",47665,en,Black Sails,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",47.252,/mZcSwrDdw6cdOVgXm496DgwrQcQ.jpg,2014-01-25,Black Sails,,7.6,1073
